workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,milestones_completed,milestones_total,tokens_per_completed_milestone,language_count,tool_schema_hashes
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,1,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,15068,6241,0,0,21309,0.131285,2,2,6,61.88,done,10,10,4,4,5327.25,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,2,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,11356,6052,2233,0,17408,0.11917,1,2,5,43.415,done,10,10,4,4,4352.0,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,3,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,11367,5712,2233,0,17079,0.114098,1,2,5,58.095,done,10,10,4,4,4269.75,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,4,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,14893,6360,2233,0,21253,0.132632,2,2,6,47.875,done,10,10,4,4,5313.25,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,5,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,15058,6479,2233,0,21537,0.13483,2,2,6,50.171,done,10,10,4,4,5384.25,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,6,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,14946,6731,2233,0,21677,0.13833,2,2,6,50.417,done,10,10,4,4,5419.25,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,7,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,14990,6090,2233,0,21080,0.128825,2,2,6,58.179,done,10,10,4,4,5270.0,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,8,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,14989,6233,2233,0,21222,0.130968,2,2,6,68.832,done,10,10,4,4,5305.5,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,9,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,15016,6132,2233,0,21148,0.12952,2,2,6,42.845,done,10,10,4,4,5287.0,5,cf28361d99c24f40
30457360342,739245196bbb099870edd03bc581ca251ebdf4fc,T29,long_horizon_product,long,SPECSMITH_FULL,10,gpt-5.6-terra,openai-responses,mid,custom,True,True,True,11367,5919,2233,0,17286,0.117203,1,2,5,48.096,done,10,10,4,4,4321.5,5,cf28361d99c24f40
