workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,milestones_completed,milestones_total,tokens_per_completed_milestone,language_count,tool_schema_hashes
30415300896,73804473ccfd7c58905805cc775fa426bc85f3fc,T28,long_horizon_product,long,SPECSMITH_FULL,1,gpt-5.6-luna,openai-responses,mini,admission,True,True,True,11915,6883,4668,0,18798,0.053213,1,2,5,53.719,done,10,10,4,4,4699.5,5,60a0ab70555dda5d
