workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,language_count,tool_schema_hashes
30289264577,48fd30f58527025a5fe7ef8be0bc4960ffda633d,T28,long_horizon_product,long,SPECSMITH_FULL,1,Qwen/Qwen3.6-27B:deepinfra,huggingface,open-mid,admission,False,False,False,22872,4943,0,0,27815,0.023137,10,2,6,81.061,repeated_tool_loop,10,3,5,ab271238257a2c01
