workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,language_count,tool_schema_hashes
30265818081,4bb1bf1da4ac660603462271f67fd357a811e1ab,T28,long_horizon_product,long,SPECSMITH_FULL,1,Qwen/Qwen3.6-27B:deepinfra,huggingface,open-mid,admission,True,True,True,52091,20164,0,0,72255,0.081194,6,2,14,333.58,done,10,10,5,0747e73f6798e4fd
