workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,milestones_completed,milestones_total,tokens_per_completed_milestone,language_count,tool_schema_hashes
30444375348,5dbb092bce97aa9e5e62bcd71d55ec867e3dc9f9,T28,long_horizon_product,long,SPECSMITH_FULL,1,gpt-5.6-terra,openai-responses,mid,admission,True,True,True,11087,6179,2184,0,17266,0.120402,1,2,5,61.474,done,10,10,4,4,4316.5,5,cf28361d99c24f40
