workflow_id,commit_sha,task,category,horizon,condition,rep,model,provider,model_tier,benchmark_profile,passed,acceptance_oracle_passed,project_tests_passed,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,tokens,cost_usd,rework_turns,governance_turns,llm_turns,wall_clock_s,stop_reason,expected_file_count,written_file_count,milestones_completed,milestones_total,tokens_per_completed_milestone,language_count,tool_schema_hashes
30416984775,7810057030a13ae723d48bb34838f32507e6df88,T28,long_horizon_product,long,SPECSMITH_FULL,1,gpt-5.6-sol,openai-responses,frontier,admission,True,True,True,11918,7370,4668,0,19288,0.259684,1,2,5,96.905,done,10,10,4,4,4822.0,5,60a0ab70555dda5d
